,Sentiment,Tweet
1104,negative,saya nggak tahu film nya kamu bilang perang perang perang an sama rp yaoi ambigu v
1105,negative,editingnya yang bagus kecewa dengan film indonesia tunggu film
1106,negative,kecewa dengan salah aktor yang dukung nista agama ah sabar untuk tonton film
1107,negative,kecewa parah film the teman dear maaf to say this
1108,negative,yang kecewa habis nonton film
1109,negative,2017 film memgecewakan hidup yah saya udh berekspektasi suka banget mesir kuno
1110,negative,film jelek nggak isi
1111,negative,nonton film indonesia bioskop kartini critical eleven gambar kartini ale anya lemah
1112,negative,nonton film miris jaman jaman bangsa bodoh serakah gila kawin ironis
1113,negative,ngomong-ngomong danur jelek banget gausah tonton hans saya bayang kamu film nanti tertawa
1114,negative,film kartini terlalu singkat tonton yang belum baca biografi tentang kartini bingung sendiri emg belum baca bukuny
1115,negative,habis nonton the teman kecewa nonton film banding film anjlok
1116,negative,sudah nonton film alien kecewa ragu nonton
1117,negative,satu rugi nonton film action aktor lihat jelek pagina
1118,negative,film bilang bagus kelompok doang kasih harga dia2 saja nonton jelek
1119,negative,sudah hidup singkat dihabisken tonton film jelek
1120,negative,film king arthur jelek bagus cenderung mudah lupa
1121,negative,jelek ah jelek film dimension rilis akting nggak
1122,negative,aduh film ribet banget
1123,negative,dengan durasi film yang terlalu alur yang datar telah selesai saya dengan sih
1124,negative,adegan potong rusak film
1125,negative,selesai nonton film goal 3 turun kualitas film nya drastis parah
1126,negative,ingat film beda buku bikin kecewa teman ngajak nonton black bulter
1127,negative,tidak mau nonton kecewa sama film
1128,negative,kecewa berat film power rangers bawah ekspektasi banget
1129,negative,bahas film angkat novel kalau bikin film puas saja gitu
1130,negative,sebenernya salah akting prilly film danur oke oke saja greget cerita sih kuat
1131,negative,habis nonton film balap2 mobil tidur 15 menit lelah bosan
1132,negative,the mummy film yang aneh tengah film
1133,negative,aneh film besut marvel nggak post-credit scene nya kaya film yang habis tonton
1134,negative,film norak
1135,negative,film critical eleven rusak image ale anya kepala
1136,negative,suka film romantis endingnya jadi
1137,negative,balik novel angkat film sesungguhny campur tangan produser sok tahu embel2 jual
1138,negative,nggak respect laku si dian sastro film hambar nggak mutu
1139,negative,sebnarnya film lumyan bgus sayang aktor dan aktris rusia film trsa hambar
1140,negative,kalau nol bikin film gak perempuan seksi bumbu cinta hambar
1141,negative,1 insidious 2010 creepy bikin tegang film datar pengaruh
1142,negative,saya nonton film homo saja rumit benar
1143,negative,sayang banget film lokal bagus budgetnya layar tonton batas banget sayang banget
1144,negative,film nonton nya bikin saya derita - -
1145,negative,saya nonton the mummy bilang film nya bagus bioskop sesal
1146,negative,malam nonton film pagi ane download malam langsung nonton ane smpai begadang hasil ane kecewa
1147,negative,takut kecewa nonton film danur takut nggak sesuai ekspetasi buku mikir serius
1148,negative,nonton alien covenant mall kaya nonton baja parah yang skip mati mati jelek parah film bagus jelek
1149,negative,saya orang yang jarang banget nonton film indonesia karena nonton saya slalu kecewa buat film yang mnrt saya nggak totalitas
1150,negative,ragu nonton banyak kecewa nonton film adaptasi novel
1151,negative,gamau berekspektasi sih film angkat dr buku kecewa
1152,negative,tidur kecewa film nya diharepin hufy
1153,negative,ane kecewa sama ini film sudah nungguin
1154,negative,kakak sudah nonton kecewa nonton film tu
1155,negative,jenuh nonton film hambar
1156,negative,sesal dada nonton film
1157,negative,netizen batal nonton film kartini gara-gara laku
1158,negative,film jelek nggak isi
1159,negative,film aneh ajaa
1160,negative,aneh film baru conan kali gk spektakuler tapi openingnya hancurin gedung sih
1161,negative,film bikin emosional benar nyedot emosi
1162,negative,film busuk artis dungu rusak bhineka
1163,negative,kecewa dengan plot cerita film the teman critanya akan lompat nggak proses visual yang bisa bikin kta erti amira suka sm alf
1164,negative,jijik banget film pas kelinci gede- - nightmare parah
1165,negative,bnyak yang bilang film mummy jelek pdahl ken nonton
1166,negative,bilang film jelek daur ulang gagal imdb ratattote saja ratingnya anjlok tapi turut suka film
1167,negative,naruto film bodoh ke-8 tertawa
1168,negative,saya ekspektasinya film kuat narasi yang saya jadi motivasi tapi kalimat inspiratifnya hehehe
1169,negative,film e hambar
1170,negative,film the mummy saya gak sesuai harap bagaimana gitu film weird film tipe bang tom - -
1171,negative,yah kirain film wkwk tonton kecewaa
1172,negative,bilang jelek bilang saja yang film teman filmya bagus saja tidak bkin tmen kamu maju sih
1173,negative,habis nonton king arthur teman saya sen belum nonton loh film jelek jangan percaya sama sen yang unsur
1174,negative,kadang gampang nilai film jelek ketimbang nilai film bagus mbuh
1175,negative,film deh udh bgni- - jijk
1176,negative,film kartini menang pada main film yang kelas yang nama ceritany riset
1177,negative,yang ajar sejarah bagaimana konflik yang tampil film kartini kaya penuh ekspektasi saja
1178,negative,film banyak sensor g hambar
1179,negative,moga nggak busuk seperti film yang
1180,negative,flm arah tuju nyesel download sabar uji tonton hangout film
1181,negative,nonton film hambarr
1182,negative,erti film nya the mummy
1183,negative,kecewa deh pkoknya masalah jam tayang bisa saja ngertiin tapi klu film cut yang g bisa dingertiin
1184,negative,novel favorit film hasil bikin kecewa parah tapi teaser team cewek serius film
1185,negative,inti kmren kecewa banget krna mmbiarkan anak nnton film dewasa jam tayang malam 20 30 wib
1186,negative,aduh film jijk parah
1187,negative,kecewa parah nnton film the teman ksini radit bkin film gapernah benar lucu jalan cerita gadapet
1188,negative,kecewa film danur luar ekspektasi
1189,negative,hancur banget film jelekk
1190,negative,flm nya jelekk bingittsss
1191,negative,film hangout saja sih gak kecewaa
1192,negative,ending film kamar 207 jelekk
1193,negative,film saja ngehek seriesnya ngehek nggak
1194,negative,suka film cewe2 terllu buka tampil kalau tonton anak
1195,negative,buried film budget murah tingkat depresi tinggi
1196,negative,film mikir sedang apa nonton film isi anak sama nyesel
1197,negative,gila film britney ever after jelek banget parah nyesel nonton gak sampai habis
1198,negative,film danur novel harap rem cuman bikin boring maaf kakak perempuan novel bagus
1199,negative,nggak saya nonton film setan indonesia thur kecewa murah ngandelin sex
1200,positive,keren bang flm kamu sahabat keluarga cinta kentel banget tokoh main pas keren bang
1201,positive,habis nonton film kong skull island 2017 lumayan greget film 7 5 deh layak nonton bareng
1202,positive,bravo main bagus sudut pandang cerita tarik film tonton perempuan lelaki
1203,positive,habis nonton film bagussss banget dr sampai haruuuu
1204,positive,bangga suka film yang kandung bnyak makna sperti rcti
1205,positive,film dramatis laris
1206,positive,film kartini lambat nontonnya film bagus banget sukses mendeliver cerita pesan good job teman
1207,positive,menang film kartini
1208,positive,pokok nonton film kartini asli keren nonton bioskop bikin susah loh
1209,positive,film divergent seru- - ah udh selesai sih- -
1210,positive,get out kalau cepetan nonton lebih baik nonton fast furious 8
1211,positive,suka video trailer film the teman bioskop 13 april 2017
1212,positive,banyak nangis2nya selera saya kagum film
1213,positive,thank you mas tim yang uda danur film nya keren banget buat teman yang nonton sila tonton rekomended
1214,positive,film horor indonesia laris 2 690 000 tonton tayang 30 maret 2017
1215,positive,tambah film indonesia favorite baca buku nonton gak kecewa sama2 bagus
1216,positive,coba nonton film deh asik parah
1217,positive,nonton get out bener2 gk ekspektasi apa2 tarik karena film jordan peele puas keren parah film sakit jiwa
1218,positive,kalau cari film comedy recomended ini lucu parah asli
1219,positive,cek tread saja film gak kenal asik tonton - nemu film bagus
1220,positive,film bagus banget bioskop judul ziarah film indonesia patut apresiasi
1221,positive,critical eleven film bagus cerita main gambar bagus puas banget deh nontonnya
1222,positive,film ziarah layak tonton ken peluk sutradara sukses arah per mbah sri - peran umur 95 tahun
1223,positive,nunggu tahun ini film
1224,positive,satu film indonesia yang saya tunggu banget tonton lihat film langsung gagal moveon pgn nnton lagiii
1225,positive,tapi bangga berkali2 lipat kalau film perdana ledak pasar catat film laris
1226,positive,mbah cucu barusan nonton night bus gila keren gin tinggal dikit layar bandung mbah kasi
1227,positive,film indonesia baik tonton putar bioskop 18 mei 2017 catat hape tonton pertama
1228,positive,sampai kagum banget film the teman raditya dan kawan kocak banget
1229,positive,papa mama nonton critical sm film indonesia bilang film bagus terimakasi
1230,positive,sumpah film danur bagus banget yang nihh film nyata benar seru bikin ngageting
1231,positive,yang sudah nonton the teman pilih nonton film action yang seru cocok nemenin pas long weekend
1232,positive,nonton film the teman film tertawa habis sedih film paket yang komplit hehehehe sukses
1233,positive,sumpah film bagus bngt nonton gapernah bosen film the teman inspirasi tnx bang sudah film
1234,positive,kalau belum nonton kartini banget sih nonton film korea judul obsessed tapi 18 huehe
1235,positive,menang gegara nonton film kartini 1982 epic banget
1236,positive,film ziarah muat lap hidup cinta sejarah misteri simak
1237,positive,90 4 film kartini tonton umur film hibur didik inspirasi
1238,positive,film sejarah jarang negara baca sejarah enggan tonton film kartini
1239,positive,kerja film sungguh2 main produksi selamat mas
1240,positive,lapor mbah film keren worth to watch syukur2 instrospeksi habis nonton
1241,positive,terima kasih for today - film bagus banget dapat feel nya lucu ketawa amazing poko
1242,positive,film ziarah amat keren bangga layak oscar
1243,positive,barusan banget kelar nonton film lokal yang saya tonton hasil bikin menang bw speechless lihat akting
1244,positive,bahagia temu film keren
1245,positive,film kartini bagus bangettt wajib tonton
1246,positive,minggu nonton review neng sih film horror indonesia bagus
1247,positive,inspirasi juang junjung nilai benar dominasi kuasa kaku budaya
1248,positive,10 bikin film horror film danur rujuk ringan takut
1249,positive,moral yang petik film wonder woman salah satu jaga aurat dr cowok hidung belang
1250,positive,5 film horor indonesia dapat 10 dapat tiket
1251,positive,trust me tipe film nyaman nikmat gak tahu film baca sana-sini beda
1252,positive,nonton film berbudget minim tapi hasil sungguh tk duga bgtu jenius smp mkir brulang yang sbnrnya trjadi
1253,positive,salah film yang simple hasil luarbiasa nggak aneh film dapat critical acclaim
1254,positive,saya bahagia karena film bagus tonton mrk mrk tugas guru guru bagus
1255,positive,pokok nonton film kartini asli keren nonton bioskop bikin susah loh
1256,positive,film kartini bagus banget belah sampai menang film resah tonton
1257,positive,film keren falsafah hidup salut
1258,positive,males2an ajak lihat the teman ngerasa duit terbang pasca nonton hangout eh beda tjoy film keren
1259,positive,minta buka warganet indonesia sempat tonton film ziarah salah yang baik yang ada
1260,positive,terngiang2 film critical eleven tuhan betapa ajar dr tonton hemmmm
1261,positive,habis lihat film kartini yang pikir gera kartini harus lanjut
1262,positive,layak untuk apresiasi gading yang retak tapi retak samar film bagus
1263,positive,film danur kes sosok asih expresi datar penasaran
1264,positive,danur seru bangat flm nya yang belum nonton harap nonton
1265,positive,film cocok lho tonton bareng anak yuk nonton film kualitas indonesia
1266,positive,saya sudah nonton bang sumpah pecah banget ini film hasil bikin mewek nontonnya
1267,positive,ini film komedi lucu bangt bahasa jawa
1268,positive,sih sempat khawatir lihat film adaptasi dr novel takut gak sesuai ekspektasi tapi bikin speechless
1269,positive,salah film yang gak bikin bosen tonton kali the intern what a lovely movie
1270,positive,gk nysel abang uda nonton vlog mu the teman dari smpe akhrnya bayar film mu bang kern kli serius
1271,positive,habis nonton gila sih premis keren film
1272,positive,slamat koh ernes menang film cek toko belah kuat karena agam seragam
1273,positive,film keren banget bang keluarga cinta sahabat komedi dapat banget sumpah cinta alf
1274,positive,scene reza-adinia gold moment dua emg deh takdir pasang paling cocok film
1275,positive,film keren main gembira tonton menang
1276,positive,jarang nonton movie indonesia judul syahadat cinta bagus pirsa recommended jalan cerita seru hoo
1277,positive,astagah film favorit lanjut
1278,positive,bun moveon bikin ajar buku yang adaptasi film gak sama kualitas
1279,positive,nonton critical eleven senang masuk kategori film indonesia wajib tonton
1280,positive,coba nonton film deh asik parah
1281,positive,film keren
1282,positive,suka film sebentar tarik
1283,positive,nggak sabar nunggu bluray nya special feature keren lucu kalau bloopernya
1284,positive,film the teman wajib tonton sayang orang tua sahabat creatif cinta bebas kereen banget kak
1285,positive,film the teman nya keren abiss bang lucu dapat romance nya dapat sedih nya dapat
1286,positive,41 vlog nunggu 22 tanggal rilis nonton kece banget cerita tebak film the teman
1287,positive,kemarin nonton film the teman situ bener2 ngerasain banget sahabat segala2 ya knapa bang bukan film sllu keren
1288,positive,kartini pemamarannya sederhana film enak nikmat
1289,positive,habis nonton film kartini bnr2 inspirasi buka pikir
1290,positive,nonton kartini salah film nasional yang recommended tonton menang campur aduk
1291,positive,film kartini niat banget lihat film keren scene2 yang saya titik air mata
1292,positive,kartini salah film indonesia tema sejarah baik yang garap dengan serius tema masih relevan dengan kondisi skrg
1293,positive,film kartini tonton generasi muda
1294,positive,turut danur bagus bangga film horor hasil karya bangsa
1295,positive,fargo adaptasi film hasil season 1-nya the best
1296,positive,637 000 waw keren flm horor dng tonton gin dalam 4
1297,positive,film tenang hanyut salut mbah ponco yang bawa karakter mbah sri
1298,positive,film yang tarik kisah cinta setia yang saji bikin kgn nenek recomended movie
1299,positive,nonton film bagus kali 5 menit tonton gak anjak tetep ngliatin layar pdhl film deh selesai masih spicles sm endingnya
1300,negative,akun kloning seolah2 dukung serang paslon opini argumen pmbenaran kecoh
1301,negative,bicara kasihan yaa lap air mata wkwkwkwk
1302,negative,sih gak nunggu hasil qc tapi nunggu motif cuit kayak pasca nyungsep
1303,negative,kasi kasi peluru 1milyar rw mempan menangin pilih kepala daerah
1304,negative,maaf dukung hayo dukung putar 2
1305,negative,aneh deh lebih sangkut paut kandidat calgub lebih yang dukung
1306,negative,allah swt ucap syukur terimakasih makna 17 suara
1307,negative,terima kasih untuk dukung kalian beda kali
1308,negative,terima kasih kasih keistiqomahan rawan yang tlh antar dengan signifikan
1309,negative,kenang pidato kalah
1310,negative,dammnn politik cantik ngorbanin
1311,negative,batal coblos tahu nggak no 1 kertas suara
1312,negative,tertawa survey mu panggang api
1313,negative,kemarin 19april2017 suara untuk paslon 3
1314,negative,karena belebihan bah
1315,negative,om aa lepas kalah tutup mulut teriak bongkar sby
1316,negative,catut nama mpo langgar hukum nggak wkwkwkwkkwkk
1317,negative,nggak suka sama ahok jadi pas sudah kalah otomatis dukung lari mas aniessandi
1318,negative,banteng garuda ksatria bapak gentle seperti cinta
1319,negative,gara2 e-ktp korupsi foto yang pelan skrang - stickmoticons
1320,negative,double tertawa nuduh miskin ide copy
1321,negative,ini antasari kalah melempem benar akting
1322,negative,modal omong kerja nyata
1323,negative,pakdhe karwo pilgub jatim dhe karwo isyarat agus maju pilgub jatim
1324,negative,paslon salah langkah sandi bumerang gagal suara
1325,negative,jangan2 rawan gembos
1326,negative,mana sang ksatria samurai prajurit bangun semangat harap pahlawan yang nanti rakyat
1327,negative,arena tabir gelap tiada harap sergap rakyat rakyat cari tulus
1328,negative,isu angkat video dishare video sebar buzzer eh jelang sebar
1329,negative,tahu bu carik coblos kemarin piss
1330,negative,awas ye kalau dukung suara dukung
1331,negative,laku kirim sms gelap antasari azhar
1332,negative,antasari ancam harry tanoe
1333,negative,tuduh yang kerap lontar anak ingus mayor dengar dudah ubah sanjung
1334,negative,joke baik pilih kepala daerah serentak 2017 pku pari
1335,negative,curiga saldo kenti blt orang buat apa2 curiga mekanisme
1336,negative,ahoker bully
1337,negative,sayang mayor kader pimpin sama taruna beliau atas lagi2 pilih
1338,negative,tuju bangett syukur kemrin banjir sibuk cari bela sombong
1339,negative,pakai sedot sodet versi
1340,negative,hellloooo suara rakyat erti suara rakyat suara or adik ngopi gih
1341,negative,cari teman gitu pdhal sudah gubernur
1342,negative,kesatria lapang dada isu bohong kalah menang ulama bayar
1343,negative,agus singkir ahok anies rebut suara ahy penting kelompok
1344,negative,hilang sempat duduk gubernur dki 2017-2022
1345,negative,konstituen risih mulut ahok pilih anies gerombol khilafah belakang pilih ahok
1346,negative,cari teman ini yee 1dan3 gubernur tunggu dulu hasil resmi kpu dengar nyata
1347,negative,blunder hina2 butuh 17 suara ngemis orang hina2 jleb
1348,negative,caci maki pepo memo nya harus emis suara 17 kepada orang2 hina
1349,negative,golong putih pilih nampaknya
1350,negative,merhatiin rawan rehat ganjal islah rawan
1351,negative,pakar mantan sby surat anas urbaningrum jeruji besi sindir mantan
1352,negative,keluarga pilih program dp 0 nyata keluarga milih
1353,negative,-sylvi anies-sandiaga basuki-djarot debat pilih kepala daerah dki 2017 jual mimpi gubernur
1354,negative,ahhhh bang aji situ bikin kalah
1355,negative,rendah hati dukung paslon 1 berat hati foto
1356,negative,bangga anak memo
1357,negative,dukung sulit lupa bully2
1358,negative,hancur
1359,negative,anggap bulan jual pindah tangan orang2 elit partai gerindra pks
1360,negative,antasari konferensi pers sby sby konferensi pers sby rengek anak
1361,negative,tim tidur
1362,negative,coba etika dukung konstituen setia tipu meme berita palsu rachland nashidik
1363,negative,kasihan sadar musuh sarung selfienya motivasi selubung hmmm
1364,negative,amieeennnnn lupa janji2 manis kampanye sang mayor sejati
1365,negative,pilih kepala daerah dki ahy sby target isu bohong fitnah akun dukung ahok
1366,negative,ahy mentah dikarbit demokrat pilih kepala daerah dki menang pilih umum pakai sentimen sara
1367,negative,akibat nyata antasari suara ahy lorot pilih kepala daerah dki
1368,negative,enam kampanye pilih kepala daerah kubu ahy dukung ahok sibuk serang program ahy kampanye program ahok
1369,negative,13 contoh ahy dukung paska putar pilih kepala daerah dki jakarta rentang tajam
1370,negative,ahy tim jalan jauh hiruk pikuk pilih kepala daerah lanjut jalan politik kecewa
1371,negative,ahy kalah pidato tim diam menang lepas pilih kepala daerah dki
1372,negative,jujur nilai subyektif cepat ahy 2019 kalah pilih kepala daerah modal catat negatif
1373,negative,tolak bajing tengik ahy tukang sogok pilih bangsat ahy sungguh bahaya
1374,negative,tolak ahy politik bawa agama
1375,negative,astaga dukung ahy terima hasil survey tolak acu semangat
1376,negative,sah saja tolak ukur dewasa warga dki kalau ahy menang pola pikir warga primitif
1377,negative,suara warga harga sembilan bahan pokok tolak ahy suap warga
1378,negative,ahy pilih kepala daerah asyik
1379,negative,tinggal seleksi tendemnya pilih kepala daerah dki ahy kalah tendemnya salah pilih kurang kualitas ahy
1380,negative,gelintir dukung ahy tikung tweet akun resmi partai politik dukung anies-sandi
1381,negative,ahy tanggung akibat cuit ayah produktif
1382,negative,kering darah menghisap darah selagi stok darah gudang darah hantu minum setan
1383,negative,reaksi dukung ahy sikap baper cundang ajang pilih kepala daerah
1384,negative,suara getar ahy maaf kecewa dukung
1385,negative,ahy kalah kandang respon tetangga
1386,negative,lini tahan ahy rapuh debat efek aksi 112 efek antasari efek
1387,negative,gagal pilih kepala daerah dki jakarta ahy isu maju pilgub jatim
1388,negative,ahok lejit anies tanjak ahy apung
1389,negative,dasar survey ahy masuk 3 selamat
1390,negative,tinggal zona aman nyaman maju jakarta hasil sesuai harap - ahy
1391,negative,kasihan ahy kalah umroh bantu doa 7 juta umat nyata allah netral politik
1392,negative,jual baju bekas ahy 3 pm for informasi
1393,negative,ahy vocalis band rock yaaaa lompat lompat melulu bang kerja
1394,negative,kasi nasib ahy karir tni tamat nafsu pepo cepat partai politik dagang saya
1395,negative,sby ahy kalah gara-gara antasari survey tunjuk ahy merosot elektabilitasnya
1396,negative,presiden tv rusak ahy hasil qc gak apaapa
1397,negative,pepo prihatin ahy cundang
1398,negative,selamat ahy rakyat mundur tni kalah pilih kepala daerah dki
1399,negative,heeebohhhh agus sylvi kalah tps 6 tmpat hak pilih
1400,negative,pilih moga demokrat yaa dukung ahok
1401,negative,demokrat ahok gerindra tantang main politik kotor
1402,negative,mesin robot -sylvi lupa dimatiin masuk trend topik
1403,negative,dukung rapat baris paslon buang issu miring paslon pimpin dakwa simulut ember
1404,negative,rakyat menang kalah aspek pribadi penting rakyat
1405,negative,maksud hati cari perhati ahy silvy eh kena protes face with stuck-out tounges rolling on the floor laughing rolling on the floor laughing
1406,negative,ahy menang pilgub dki ngumpulin 7 bola dragon ball rolling on the floor laughing rolling on the floor laughing
1407,negative,ah lihat ahy inget norman kamaru ahy jual bubur haji smiling face with open mouth smiling eyes
1408,negative,ahy singkir persevering face persevering face dilanjuntukan putar ahok-djarot versus anies-sandi
1409,negative,ahy nyungsep orang bapak saja saran coblos no 2 smiling face with open mouth smiling eyes
1410,negative,coblos kabung tongue pakai baju hitam2 sedih smiling face with open mouth smiling eyes tv
1411,negative,ahy cemas situasi sosial pilih kepala daerah jakarta pilih kepala daerah dki jakarta dampak negatif hanya
1412,negative,ahy kalah sisi negatif umat islam tunda tempat pimpin sisi positif umat islam hindar hujat buka aib
1413,negative,ahy ahy bicara karakter tahu barusan omong sisi negatif orang tongue oncoming fist
1414,negative,ahy bicara negatif jakarta solusi atas nol thumbs down
1415,negative,kicau negatif sby yakin pengaruh elektabilitas ahy via
1416,negative,alloh tuhan yme ahy dukung senator aura negatif
1417,negative,temu foto lingkar orang2 ahy penuh integritas kwalitas negatif waspada waspada thumbs down
1418,negative,si ahy 70 sentimen negatif wkwkwk face with stuck-out tounges
1419,negative,senjata makan tuan kenal juga bagai karma 2 kicau negatif sby yakin pengaruh elektabilitas ahy face with stuck-out tounges
1420,negative,anieshilangya grimacing face grimacing face
1421,negative,anies hilang debat grimacing face grimacing face
1422,negative,2 mesti nyuruh mantan pilih - pilih paslon - face with open mouth thumbs up hand folded hands thinking face smiling face with sunglasses
1423,negative,1 kenape tidak lawan sama pasang - pilgub jabar demokrat emang harus pilgub dki thinking face thinking face thinking face
1424,negative,gara2 kemarin pakai seragam hitam2 thinking face thinking face thinking face smiling face with open mouth closed eyes smiling face with sunglasses
1425,negative,suka ahok pas sudah kalah otomatis dukung lari mas aniessandi grimacing face
1426,negative,ahoker bully
1427,negative,putri ahoker intimidasi program face with tears of joy face with tears of joy face with tears of joy
1428,negative,kirim kaos sejati smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes
1429,negative,frowning face
1430,negative,humor lagu kisah sedih ahy lagu jatuh bangun frowning face frowning face
1431,negative,cuit hati sby cuit sby jokowi mantan mantan indah pilgub dki 2017 tongue tongue
1432,negative,owalah kasihan dik moga orang miskin aamiin thumbs up hati tongue
1433,negative,bangga anak memo tongue face with stuck-out tongue closed eyes face with tears of joy
1434,negative,dukung sulit lupa bully2 thumbs down
1435,negative,versi video bingung bicara banjir kota apung face with stuck-out tongue closed eyes muka tanah air bikin bengong smiling face with open mouth closed eyes
1436,negative,ahokers dadak gak salah tuh banget face with stuck-out tongue closed eyes face with stuck-out tongue closed eyes face with stuck-out tongue closed eyes face with stuck-out tongue closed eyes face with stuck-out tongue closed eyes
1437,negative,isu bohong tidakada habis2nya foto 4 coblos foto isu bohong tulisanya penuh dusta angry face
1438,negative,deklarasi konsultasi tuju ahy
1439,negative,lantoni kena telikung nama bajak face with stuck-out tongue closed eyes
1440,negative,pilih mules kontestasi politik putar 2 cuih pig nose pig nose
1441,negative,biar korban juang rezim koplak komando fire fire
1442,negative,gak hati cermat susup masuk pantau person bowing team
1443,negative,ayo dukung ahy dukung gembos tongue fire fire
1444,negative,suara direbuntukan btp melanjuntukan program usung expressionless face
1445,negative,tweet kontraproduktif zipper-mouth face zipper-mouth face zipper-mouth face
1446,negative,ahy nyungsep jakarta
1447,negative,suara rusak gara-gara nyanyi si aa peka moga sby bikin jeblos penjara pupus sana face with steam from nose
1448,negative,awas dadak metamorfosis kecebong brubah jadi anjing jilat hand clapping hands
1449,negative,tinggal tunggu sikap manuver agus clapping hands face with cold sweat face with cold sweat
1450,positive,doa ku moga suara mas agus-sylvi beneran mas agus mu
1451,positive,terima kasih mas karena anak muda berani suara ubah sama
1452,positive,ketemu istiqlal bangga murni
1453,positive,singkir kancah pilih kepala daerah dki angkat dunia
1454,positive,pilih kepala daerah dki ahy kualitas pimpin muda jiwa ksatria ahy dunia
1455,positive,pilih kepala daerah dki ahy keliling nusantara rajut satu jakarta
1456,positive,12 ahy titip jaga pluralisme bangsa satu saing pilih kepala daerah satu
1457,positive,ahy kalah pilih kepala daerah menang hati rakyat
1458,positive,dukung ahok antem lebih baik kaya dukung ahy kopi darat biar luas tahu calon
1459,positive,ahy pilih kepala daerah dki hikmah ajar uji tantang ambil matang karakter
1460,positive,semangat ahy faktor kalah pilih kepala daerah kemarin wakil ahy maju insyaalloh
1461,positive,upaya demokrat kenal ahy hasil pilih kepala daerah jakarta ahy blusukan indonesia
1462,positive,prinsip pimpin menang pilih kepala daerah ajar dinamis silaban
1463,positive,pilih warga jakarta mayoritas ahok calon ahok bukti putar pilih kepala daerah dki mayoritas pilih ahy anies
1464,positive,akun instagram ahy ucap selamat paslon menang pilih kepala daerah dki jakarta
1465,positive,rang selat malaka aiman kompastv sempat wawancara ahy pilih kepala daerah dki
1466,positive,ahy pilih kepala daerah dki jalan martabat
1467,positive,salam kagum ahy muda berani pensiun berani tantang ahok pilih kepala daerah saat takut
1468,positive,pilih kepala daerah dki doa ahy menang mudah anies sandi menang
1469,positive,mental kalah pilih kepala daerah indonesia guru sosok ahy
1470,positive,lsi bukti jujur surveynya pilih kepala daerah dki tahap1- ahokdjarot disurvey langsung kalah ahy menang 1 putar
1471,positive,habis pilih kepala daerah pileg pilpres harap ahy ketua dpr
1472,positive,sebentar lupa gila pilih kepala daerah dki lari ahy kepri 23 april
1473,positive,bilang menang bentuk yakin hasil goal goal improvisasi politik sby ahy pilih kepala daerah dki
1474,positive,moga anies menang pilih kepala daerah ahy presiden indonesia 2019 aamiin yra klop deh
1475,positive,pilih kepala daerah dki ahy hitung harap pimpin ri
1476,positive,pikir target ahy pilih kepala daerah kemarin bangun sentimen positif
1477,positive,harga sikap dukung ahy pilih sikap netral putar pilih kepala daerah dki 2017
1478,positive,pilih kepala daerah pilkades mas ahy ramai
1479,positive,pilih kepala daerah putar kemarin kaos ahy bagi lingkung utan kayu jaktim
1480,positive,semangat dukung ahy-sylvi pilih kepala daerah laksana tentu pilih profesional rakyat
1481,positive,salah ahy-silvy menang pilih kepala daerah mudah silvy mio pakai helm keliling komplek pilih jamin segan
1482,positive,maju ahy-silvy anies-sandi satu menang pilih kepala daerah dki
1483,positive,tunggu kualitas jiwa anies sandi ucap peran suara loyalis ahy-silvy menang pilih kepala daerah
1484,positive,terimakasih ahy-silvy jakarta gubernur
1485,positive,
1486,positive,cakeeepppp dukung
1487,positive,lupa pilih paslon no 1
1488,positive,sinyal positif agus-sylvi rapat anies-sandi
1489,positive,rapat baris komando
1490,positive,putar 2 rapat baris komando
1491,positive,aku kalah apa tuju great applause patut tiru demokrasi positif
1492,positive,salut mpok silvy aku menang paslon
1493,positive,quick count ttp hasil kpud 2putaran rapat baris komando
1494,positive,youtu be bxrzd69u61a tenang bening tulus mas agus yang yaa mas
1495,positive,masuk kritik bangun kalah tanding
1496,positive,apa hasil kamu bangga
1497,positive,fokus menang
1498,positive,rakernas partai demokrat ahy
1499,positive,alhamdulillah sambut hangat mesra intim ntb
1500,positive,ngawal abang keliling ampenan
1501,positive,kenapa tiap acara nya massa membludak karena rakyat harap untuk ahy pimpin negara masa yang datang
1502,positive,kalah sukses yang tunda sali jadi alam tuk
1503,positive,tandatangan petisi stop isu bohong fitnah dukung gera bebas pers isu bohong fitnah
1504,positive,indonesia
1505,positive,mesti gus negarawan
1506,positive,demokrat cinta nkri bakti
1507,positive,jago kalah duluan klu gitu jago ahok
1508,positive,
1509,positive,pesan lupa gembira cinta indonesia
1510,positive,salam kaum muda hormat tua
1511,positive,
1512,positive,jalan lari songsong songsong
1513,positive,langkah kuda agus yudhoyono -
1514,positive,muka pulang punggung terima kasih kepri
1515,positive,pimpin muda
1516,positive,inspirasi kaum muda gera indonesia muda indonesia emas
1517,positive,setia politik indonesia regenerasi yang matang jangan kutu loncat
1518,positive,hinggahy baskoro
1519,positive,sapa indonesia 55 baskoro
1520,positive,harap dpn bangsa
1521,positive,putri wanita inspirasi
1522,positive,keren
1523,positive,wartawan kamu pilih kepala daerah 2018 mas mas skg pikir kamu pilih kepala daerah
1524,positive,mas agus kasih kuliah ini
1525,positive,kuliah mahasiswa perspektif at umrah dompak
1526,positive,insya allah dahulu tuhan yang nglamar
